database_name,database_url,database_information
Business Abstracts with Full Text,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=bft","full-text articles for 460 publications; indexing and abstracts for 880 publications back to 1981. Access product evaluations, interviews, biographical sketches, corporate profiles, obituaries, surveys, statistical rankings, book reviews and reports from associations, societies, trade shows, and conferences"
Business Expert Press,http://libproxy.clemson.edu/login?url=https://portal.igpublish.com/iglibrary/,"practical, concise books for specific areas including supply and operations management, international business, social media, finance, accounting, public relations, and marketing strategy"
Business Insights (Gale),http://libproxy.clemson.edu/login?url=http://bi.galegroup.com/essentials/?u=clemsonu_main,"This resource provides company profiles, brand information, rankings, investment reports, company histories, chronologies, and business-related articles."
Business Source Complete,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=bth",business and management journals; 1922-present
Byki Express Free Language Software,http://www.byki.com/fls/FLS.html,register to access content for 70+ languages; premium version is fee-based
CAB Abstracts Archives,http://libproxy.clemson.edu/login?url=https://www.cabdirect.org/advancedsearch.html,more than 1.8 million records from 19 journals across the applied life sciences; 1910-1972
Cabell's Scholarly Analytics,http://libproxy.clemson.edu/login?url=http://www.cabells.com/,"lists of journals with publication guidelines, review information, and addresses for submission across multiple disciplines from accounting to psychology
Note: only accessible via latest version of Firefox or Chrome (no IE or Safari); popups must be allowed/enabled"
CAIRSS for Music,http://ucairss.utsa.edu/,"research in music education, music psychology, music therapy, and music medicine"
CAMEO: Conservation & Art Materials Encyclopedia Online,http://cameo.mfa.org/wiki/Main_Page,"includes a materials database covering historic and contemporary materials used in the production and conservation of art, architecture, and archaeology; a directory of conservation-related organizations; and information on Forbes’ pigments; developed by the Museum of Fine Arts, Boston"
Caribbean Newspapers 1718-1876,http://libproxy.clemson.edu/login?url=http://infoweb.newsbank.com/?db=EANX&d_collections=EANACN,Contains more than 140 newspaper titles from 22 islands between 1718-1876.
Carlyle Letters Online: A Victorian Cultural Reference,http://carlyleletters.dukejournals.org/,"letters written by Thomas and Jane Welsh Carlyle to some of the most influential artistic, philosophic, and literary personalities of the day"
Catalog of U.S. Government Publications,http://catalog.gpo.gov/F,descriptive records for historical and current publications with direct links to some items
CCH AnswerConnect Login: use if already registered,http://libproxy.clemson.edu/login?url=http://www.answerconnect.cch.com,Search tax primary sources and editorial materials by citation or topic from CCH (Wolters Kluwer).
CCH AnswerConnect Registration: create your user ID,http://libproxy.clemson.edu/login?url=https://selfreg.intelliconnect.cch.com/saas/selfregLink.do?Id=yiHlQ8b7pkrScSjp0zZoxSEGZJYzE&Branding_Category=WKUS-TAA-AC,To create a user ID to search tax primary sources and editorial materials by citation or topic from CCH (Wolters Kluwer).
Census Bureau Homepage,http://www.census.gov/,up-to-date U.S. census information; search American FactFinder for community information
Census Data,https://data.census.gov/cedsci/,"This provides population, housing, economic, and geographic data from the U.S. Census Bureau."
Ceramic Abstracts/World Ceramics Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/ceramicabstracts?accountid=6167,"manufacture, processing, applications, properties, and testing of traditional and advanced ceramics; 1975-present"
CERN Document Server,http://cdsweb.cern.ch/,"preprints, articles, books, journals, photographs, and more on particle physics and related areas"
Checkpoint Login: use if already registered,http://checkpoint.riag.com/login,Search tax primary sources and editorial materials by citation or topic from Thomson Reuters (RIA).
Checkpoint Quick Access: requires no account registration,http://libproxy.clemson.edu/login?url=https://checkpoint.riag.com/login?iploc=ClemsonUniv,Search tax primary sources and editorial materials by citation or topic from Thomson Reuters (RIA).
Checkpoint Registration: to register for an account,http://libproxy.clemson.edu/login?url=https://cpreg.thomsonreuters.com,To register to search tax primary sources and editorial materials by citation or topic from Thomson Reuters (RIA).
Chemical Sources International,http://libproxy.clemson.edu/login?url=http://db.chemsources.com/cgi-bin/foxweb.exe/validate_user@csi/login,"chemical suppliers directory
Limit: 1 user at a time"
ChemRxiv,https://chemrxiv.org/,"free submission, distribution and archive service for unpublished preprints in chemistry and related subjects."
Chicago Defender (1909-1975),http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnpchicagodefender?accountid=6167,search the full text of historical editions of the Chicago Defender newspaper
Chicago Manual of Style,http://libproxy.clemson.edu/login?url=http://www.chicagomanualofstyle.org/book/ed17/frontmatter/toc.html,complete content of the current (17th) edition and previous edition
Chicago Tribune,http://libproxy.clemson.edu/login?url=https://search.proquest.com/chicagotribune?accountid=6167,full-text of the Chicago Tribune; 1985-present
Children's Literature Comprehensive Database (CLCD),http://libproxy.clemson.edu/login?url=https://enterprise.clcd.com/#/advancedsearch,CLCD provides information about and reviews of children's books and media.
Children's Literature Review,http://libproxy.clemson.edu/login?url=http://infotrac.galegroup.com/itweb/clemsonu_main?db=LCO,listing of major works and awards and criticism from significant reviews and commentaries on the author's or artist's works
"China, America and the Pacific: Trade and Cultural Exchange",http://libproxy.clemson.edu/login?url=https://www.cap.amdigital.co.uk/,"This collection offers archival content connected to trading and cultural relationships that emerged between China, America and the Pacific region between the 18th and early 20th centuries. Manuscript sources, rare printed texts, visual images, objects and maps document this fascinating history."
China: Culture and Society,http://libproxy.clemson.edu/login?url=https://www.chinacultureandsociety.amdigital.co.uk/,"Spanning three centuries (c1750-1929), this collection features extremely rare pamphlets and a host of secondary resources, including scholarly essays, an interactive chronology, mini guides, and editors’ choices from the collection."
"China: Trade, Politics & Culture",http://libproxy.clemson.edu/login?url=https://www.china.amdigital.co.uk/,"With documents encompassing events from the earliest English embassy to the birth and early years of the People’s Republic, this resource collects sources dated 1793-1980 from nine archives to give an incredible insight into the changes in China during this period."
Choice Reviews,http://libproxy.clemson.edu/login?url=http://www.choicereviews.org,full-text reviews from Choice; Sept. 1988-present
Christian Science Monitor,http://libproxy.clemson.edu/login?url=https://search.proquest.com/christiansciencemonitor?accountid=6167,full-text of The Christian Science Monitor; 1988-present
Chronicling America: Historic American Newspapers,http://chroniclingamerica.loc.gov/,This collection includes newspaper content for selected states from 1777 to 1963 with additional content added on a regular basis.
Church Missionary Society Periodicals,http://libproxy.clemson.edu/login?url=https://www.churchmissionarysociety.amdigital.co.uk/,"Documenting missionary work from the nineteenth to the twenty-first century, the periodicals include news, journals and reports offering a unique perspective on global history and cultural encounters.
Module I: Global Missions and Contemporary Encounters, 1804-2009
Module II: Medical Journals, Asian Missions and The Historical Record, 1816-1986"
CIAO (Columbia International Affairs Online),http://libproxy.clemson.edu/login?url=http://www.ciaonet.org/,"university research institute working papers plus some paper series from NGOs, foundation-funded research projects, conference proceedings, books, journals and policy briefs plus original case studies written by leading international affairs experts and course packs of background readings"
CINAHL Plus with Full Text,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=rzh",more than 730 full-text journals in nursing and allied health; 1937-present
CiteSeerX,http://citeseerx.ist.psu.edu/,a collection of articles and other resources developed and hosted by the School of Information Sciences and Technology at Penn State
Civil War: a newspaper perspective,http://libproxy.clemson.edu/login?url=http://www.accessible.com/accessible/preLog,"articles from issues of The New York Herald, The Charleston Mercury, & the Richmond Enquirer, November 1, 1860- April 15, 1865"
Classical Music Library,http://libproxy.clemson.edu/login?url=https://search.alexanderstreet.com/clmu,"listen to more than 766,000 classical music tracks, access composer biographies, and view a music dictionary
Limit: 3 simultaneous users"
